pos	item_1	item_2	item_3	item_4	best	worst	explanation	model
Noun	sealskin	staph	hypnosis	directive	staph	directive	1 , 3	gpt-4
Noun	gills	luminary	carryall	seaboard	gills	luminary	0 , 1	gpt-4
Noun	assemblyman	internet	vibration	midget	assemblyman	internet	0 , 1	gpt-4
Noun	sawhorse	excise	clinger	restaurant	restaurant	excise	3 , 1	gpt-4
Noun	vigil	indignation	afterbirth	exhortation	afterbirth	vigil	2 , 0	gpt-4
Noun	cornucopia	supermarket	catcher	travesty	cornucopia	travesty	0 , 3	gpt-4
Noun	grille	bedside	desperado	deforestation	desperado	grille	2 , 0	gpt-4
Noun	unseemliness	filth	telephoto	cryptography	telephoto	unseemliness	2 , 0	gpt-4
Noun	oceanography	topsoil	microscope	swarm	topsoil	oceanography	1 , 0	gpt-4
Noun	orchard	trustee	kneepad	dome	kneepad	trustee	2 , 1	gpt-4
Noun	shareholder	daintiness	caption	confessor	daintiness	shareholder	1 , 0	gpt-4
Noun	gargoyle	frontage	primer	marshland	gargoyle	frontage	0 , 1	gpt-4
Noun	internment	hypersensitivity	subtleness	wildcat	wildcat	internment	3 , 0	gpt-4
Noun	clan	bosom	fatalism	driver	fatalism	clan	2 , 0	gpt-4
Noun	airstrip	fibber	marinade	pseudonym	marinade	fibber	2 , 1	gpt-4
Noun	hollandaise	platoon	abrasiveness	stanza	hollandaise	platoon	0 , 1	gpt-4
Noun	stimulant	expenditure	distemper	testiness	distemper	stimulant	2 , 0	gpt-4
Noun	outbound	phosphate	candelabra	bandanna	candelabra	outbound	2 , 0	gpt-4
Noun	tiptop	cab	overcoat	disorder	overcoat	disorder	2 , 3	gpt-4
Noun	underpants	jukebox	lordship	peacetime	jukebox	lordship	1 , 2	gpt-4
Noun	jumble	carwash	surliness	speechmaker	carwash	jumble	1 , 0	gpt-4
Noun	barbershop	flub	blowjob	guts	blowjob	flub	2 , 1	gpt-4
Noun	dockside	discomfort	days	jurist	jurist	days	3 , 2	gpt-4
Noun	diligence	intimidator	dude	workings	intimidator	dude	1 , 2	gpt-4
Noun	alpha	echocardiogram	garlic	gobbler	echocardiogram	alpha	1 , 0	gpt-4
Noun	socket	border	numbness	untwist	numbness	socket	2 , 0	gpt-4
Noun	flare	oil	sonnet	watermelon	sonnet	oil	2 , 1	gpt-4
Noun	witch	girlfriend	manhood	atlas	witch	manhood	0 , 2	gpt-4
Noun	signifier	hellhole	fiend	annuity	hellhole	signifier	1 , 0	gpt-4
Noun	duchess	inducement	bewitchment	pronto	duchess	pronto	0 , 3	gpt-4
Noun	lobby	regimentation	milliliter	whacker	milliliter	lobby	2 , 0	gpt-4
Noun	pushover	ingestion	directorship	countersuit	countersuit	pushover	3 , 0	gpt-4
Noun	litigation	fraternity	ascendant	seminar	litigation	ascendant	0 , 2	gpt-4
Noun	songbird	guesthouse	registrar	hayseed	registrar	songbird	2 , 0	gpt-4
Noun	chastisement	aloneness	waterway	scat	scat	chastisement	3 , 0	gpt-4
Noun	transition	trapper	pause	brow	trapper	transition	1 , 0	gpt-4
Noun	agoraphobia	sunstroke	impersonator	coconut	agoraphobia	coconut	0 , 3	gpt-4
Noun	divers	oversea	scourge	tapper	tapper	oversea	3 , 1	gpt-4
Noun	midrange	subsystem	product	lather	subsystem	product	1 , 2	gpt-4
Noun	trestle	chatter	clique	backflow	trestle	backflow	0 , 3	gpt-4
Noun	repulsiveness	tree	doer	philosopher	philosopher	doer	3 , 2	gpt-4
Noun	opportunism	lipstick	portal	stemware	lipstick	opportunism	1 , 0	gpt-4
Noun	ark	subset	debtor	kneecap	kneecap	subset	3 , 1	gpt-4
Noun	pluralism	objectivity	closet	consumption	closet	objectivity	2 , 1	gpt-4
Noun	blackjack	ski	throng	scribbler	blackjack	throng	0 , 2	gpt-4
Noun	extractor	duh	grasp	egoist	extractor	grasp	0 , 2	gpt-4
Noun	protection	sensuousness	apartness	treasury	treasury	protection	3 , 0	gpt-4
Noun	collaborator	cobbler	loco	lane	cobbler	collaborator	1 , 0	gpt-4
Noun	cartoonist	bottle	prostate	lionfish	prostate	bottle	2 , 1	gpt-4
Noun	sperm	platform	unconsciousness	mastership	sperm	platform	0 , 1	gpt-4
Noun	throne	orphanage	wader	impalement	impalement	throne	3 , 0	gpt-4
Noun	roundness	seashell	pliability	superstition	seashell	roundness	1 , 0	gpt-4
Noun	brushes	funds	overcompensation	phoniness	overcompensation	funds	2 , 1	gpt-4
Noun	revelry	starboard	looseness	watchdog	starboard	looseness	1 , 2	gpt-4
Noun	dune	noncompliance	procurer	tearoom	procurer	tearoom	2 , 3	gpt-4
Noun	oyster	affront	airbag	sumo	oyster	affront	0 , 1	gpt-4
Noun	sandbar	filmmaker	backstretch	placeholder	filmmaker	placeholder	1 , 3	gpt-4
Noun	windburn	exploitation	masonry	inkwell	inkwell	exploitation	3 , 1	gpt-4
Noun	paprika	immodesty	coupling	redecoration	paprika	coupling	0 , 2	gpt-4
Noun	juniper	interpretation	glasshouse	advocacy	glasshouse	interpretation	2 , 1	gpt-4
Noun	sincerity	credibility	anagrams	appreciation	anagrams	sincerity	2 , 0	gpt-4
Noun	wristlet	commerce	workspace	transference	wristlet	commerce	0 , 1	gpt-4
Noun	arithmetic	bait	invitee	seclusion	invitee	arithmetic	2 , 0	gpt-4
Noun	appointee	primavera	nonstandard	case	primavera	case	1 , 3	gpt-4
Noun	docking	adrenalin	wackiness	roleplaying	docking	wackiness	0 , 2	gpt-4
Noun	defendant	curbstone	migrant	plateful	curbstone	migrant	1 , 2	gpt-4
Noun	photocopier	impermanence	pulley	discourtesy	photocopier	impermanence	0 , 1	gpt-4
Noun	fairground	epitome	millionth	aftereffect	aftereffect	fairground	3 , 0	gpt-4
Noun	enabler	rheumatism	trainee	bird	rheumatism	bird	1 , 3	gpt-4
Noun	fare	timing	tripwire	uniqueness	tripwire	timing	2 , 1	gpt-4
Noun	discontinuation	rollerblade	wisp	codeword	rollerblade	discontinuation	1 , 0	gpt-4
Noun	angler	reenlist	airsickness	dumpster	airsickness	angler	2 , 0	gpt-4
Noun	vodka	earring	relentlessness	jerk	vodka	relentlessness	0 , 2	gpt-4
Noun	lefty	irradiation	antiaircraft	obligation	antiaircraft	obligation	2 , 3	gpt-4
Noun	acupuncturist	jambalaya	goal	slacks	jambalaya	goal	1 , 2	gpt-4
Noun	easel	topography	enlargement	pancake	pancake	topography	3 , 1	gpt-4
Noun	emergency	cinematographer	goldfish	momentum	cinematographer	emergency	1 , 0	gpt-4
Noun	sock	timecard	awestruck	tango	timecard	awestruck	1 , 2	gpt-4
Noun	greeter	kitten	lurker	manufacturer	manufacturer	lurker	3 , 2	gpt-4
Noun	sleepwalker	island	hookers	ladybird	ladybird	island	3 , 1	gpt-4
Noun	noonday	highland	bastard	syndication	noonday	syndication	0 , 3	gpt-4
Noun	legalist	emotionality	retardation	soreness	retardation	emotionality	2 , 1	gpt-4
Noun	lemongrass	video	flank	roster	lemongrass	video	0 , 1	gpt-4
Noun	culvert	note	attractor	rind	culvert	attractor	0 , 2	gpt-4
Noun	burner	handout	surname	punchbowl	surname	handout	2 , 1	gpt-4
Noun	panhandler	grail	serialization	assertiveness	serialization	panhandler	2 , 0	gpt-4
Noun	entrepreneur	apron	cardiology	sexiness	cardiology	entrepreneur	2 , 0	gpt-4
Noun	hoe	resin	crossway	baseline	crossway	hoe	2 , 0	gpt-4
Noun	alcoholic	coder	interlude	giblet	giblet	alcoholic	3 , 0	gpt-4
Noun	flowerpot	laryngitis	pinstripe	dork	laryngitis	flowerpot	1 , 0	gpt-4
Noun	pup	timesaver	mailing	disbursement	pup	timesaver	0 , 1	gpt-4
Noun	celebrity	teardrop	enlightenment	disbelief	teardrop	celebrity	1 , 0	gpt-4
Noun	outlay	ailment	tennis	misrule	tennis	outlay	2 , 0	gpt-4
Noun	almond	paycheck	impoliteness	adaptation	impoliteness	adaptation	2 , 3	gpt-4
Noun	medulla	polystyrene	letdown	pocketful	polystyrene	letdown	1 , 2	gpt-4
Noun	housemate	canal	stateside	sponsorship	housemate	stateside	0 , 2	gpt-4
Noun	activation	bloodline	adequacy	hose	bloodline	activation	1 , 0	gpt-4
Noun	carload	pervert	conduit	pollutant	pervert	carload	1 , 0	gpt-4
Noun	wristband	crudeness	sap	possession	wristband	possession	0 , 3	gpt-4
Noun	tongue	pendulum	bullhorn	boxer	pendulum	tongue	1 , 0	gpt-4
Noun	fatherhood	bombshell	farmer	lowlander	bombshell	fatherhood	1 , 0	gpt-4
Noun	egg	painting	ragamuffin	arches	ragamuffin	egg	2 , 0	gpt-4
Noun	branch	consortium	hooligan	reason	hooligan	reason	2 , 3	gpt-4
Noun	eyeful	neurotoxin	sand	marshal	neurotoxin	sand	1 , 2	gpt-4
Noun	dummy	frogfish	lemon	court	frogfish	court	1 , 3	gpt-4
Noun	wordplay	assent	predominance	function	wordplay	function	0 , 3	gpt-4
Noun	loincloth	slaughter	electricity	footnote	footnote	electricity	3 , 2	gpt-4
Noun	postscript	basis	repugnance	courtside	courtside	basis	3 , 1	gpt-4
Noun	mainlander	reorder	robot	catalogue	robot	reorder	2 , 1	gpt-4
Noun	diffuser	voyage	musk	dispersion	musk	dispersion	2 , 3	gpt-4
Noun	nondisclosure	scrap	confluence	barista	barista	confluence	3 , 2	gpt-4
Noun	breakthrough	groper	earnings	consideration	groper	consideration	1 , 3	gpt-4
Noun	holiness	undertaking	miss	flirtation	flirtation	undertaking	3 , 1	gpt-4
Noun	nightcap	orderliness	shakeup	button	button	orderliness	3 , 1	gpt-4
Noun	expedience	audiology	prude	bankruptcy	audiology	expedience	1 , 0	gpt-4
Noun	towhead	inhalation	opinion	coffeehouse	towhead	opinion	0 , 2	gpt-4
Noun	trekker	waster	kilo	tsar	trekker	kilo	0 , 2	gpt-4
Noun	thesaurus	brainpower	screenwriter	layman	screenwriter	brainpower	2 , 1	gpt-4
Noun	neuropathology	glowworm	philanderer	deceit	neuropathology	deceit	0 , 3	gpt-4
Noun	rag	clank	comma	footer	clank	rag	1 , 0	gpt-4
Noun	physicist	urination	receivables	sixpence	urination	physicist	1 , 0	gpt-4
Noun	deposition	gentlemanliness	towel	munchkin	munchkin	gentlemanliness	3 , 1	gpt-4
Noun	cancellation	ferry	captor	bingo	ferry	cancellation	1 , 0	gpt-4
Noun	decadence	backdrop	cot	hoodlum	cot	decadence	2 , 0	gpt-4
Noun	mourner	wink	retirement	battleship	battleship	retirement	3 , 2	gpt-4
Noun	adjustability	incorporation	brashness	teeth	teeth	adjustability	3 , 0	gpt-4
Noun	arm	recluse	godparent	nymphomaniac	nymphomaniac	arm	3 , 0	gpt-4
Noun	civility	bangle	cultivation	kitchen	bangle	civility	1 , 0	gpt-4
Noun	gullibility	hostess	headdress	atrophy	headdress	gullibility	2 , 0	gpt-4
Noun	squall	math	loudmouth	backstairs	loudmouth	math	2 , 1	gpt-4
Noun	timer	bit	ladylove	injustice	ladylove	bit	2 , 1	gpt-4
Noun	widowhood	typo	dingbat	dishware	typo	widowhood	1 , 0	gpt-4
Noun	pollywog	strobe	domineer	reefer	pollywog	domineer	0 , 2	gpt-4
Noun	vagina	aunt	megastar	exile	vagina	megastar	0 , 2	gpt-4
Noun	veil	austerity	bass	turret	turret	austerity	3 , 1	gpt-4
Noun	test	killjoy	tailcoat	turbines	tailcoat	test	2 , 0	gpt-4
Noun	stepbrother	databank	morality	ulcer	ulcer	morality	3 , 2	gpt-4
Noun	coffer	inscription	ogre	hanky	inscription	coffer	1 , 0	gpt-4
Noun	lord	psychodynamics	ranger	afro	psychodynamics	lord	1 , 0	gpt-4
Noun	postnasal	relic	mamma	carnival	postnasal	carnival	0 , 3	gpt-4
Noun	neighbor	spyware	roundup	senselessness	spyware	neighbor	1 , 0	gpt-4
Noun	record	shindig	irrigation	tagalong	irrigation	record	2 , 0	gpt-4
Noun	suburbia	armada	registration	librarian	librarian	registration	3 , 2	gpt-4
Noun	exchange	deliberation	quarterstaff	counterpart	quarterstaff	exchange	2 , 0	gpt-4
Noun	interplay	disembowelment	interoffice	pincushion	disembowelment	interplay	1 , 0	gpt-4
Noun	purchase	forearm	millionaire	storybook	storybook	purchase	3 , 0	gpt-4
Noun	seismometer	geopolitics	outlaw	triumph	seismometer	geopolitics	0 , 1	gpt-4
Noun	persona	garnishment	solidarity	invisibility	garnishment	persona	1 , 0	gpt-4
Noun	cosmetology	vampirism	villager	ballistics	vampirism	cosmetology	1 , 0	gpt-4
Noun	projectile	airstrike	loin	potentiality	airstrike	potentiality	1 , 3	gpt-4
Noun	endowment	faction	cardiogram	wattage	cardiogram	endowment	2 , 0	gpt-4
Noun	chaplain	fringe	carnage	adherent	chaplain	fringe	0 , 1	gpt-4
Noun	reiteration	horsewoman	toupee	auto	toupee	reiteration	2 , 0	gpt-4
Noun	wishbone	impracticality	downriver	cremator	cremator	impracticality	3 , 1	gpt-4
Noun	deterrence	milk	disorient	flurry	disorient	deterrence	2 , 0	gpt-4
Noun	bowlful	saloon	housekeeper	fleet	housekeeper	fleet	2 , 3	gpt-4
Noun	antipasto	countermove	salad	ambassadorship	antipasto	salad	0 , 2	gpt-4
Noun	barbarian	ion	rest	councilor	councilor	rest	3 , 2	gpt-4
Noun	simulation	materialization	perpetuity	poverty	simulation	perpetuity	0 , 2	gpt-4
Noun	fishbowl	scarecrow	scan	rhythm	scarecrow	scan	1 , 2	gpt-4
Noun	narcotic	rainforest	indictment	aqueduct	aqueduct	narcotic	3 , 0	gpt-4
Noun	material	cornstarch	dregs	amphibian	cornstarch	material	1 , 0	gpt-4
Noun	remodeler	erosion	electromagnetism	drainer	remodeler	electromagnetism	0 , 2	gpt-4
Noun	loudness	cymbals	playoffs	supercharger	cymbals	loudness	1 , 0	gpt-4
Noun	tornado	mussel	biddy	mackerel	biddy	tornado	2 , 0	gpt-4
Noun	noise	fundamentalism	mailman	specter	mailman	noise	2 , 0	gpt-4
Noun	surfer	collection	chamomile	softwood	chamomile	collection	2 , 1	gpt-4
Noun	wailer	cougar	bandwagon	freshness	cougar	bandwagon	1 , 2	gpt-4
Noun	rededication	discussion	hugger	mudslinging	hugger	discussion	2 , 1	gpt-4
Noun	homemaker	botanist	caricature	apricot	botanist	homemaker	1 , 0	gpt-4
Noun	karate	pilot	viewing	suburbanite	karate	viewing	0 , 2	gpt-4
Noun	id	loot	wrestling	plaque	wrestling	id	2 , 0	gpt-4
Noun	heifer	hunk	pit	hyperthermia	hyperthermia	hunk	3 , 1	gpt-4
Noun	aftertaste	alarm	sunburn	ornament	sunburn	alarm	2 , 1	gpt-4
Noun	compress	milkmaid	solstice	gator	milkmaid	compress	1 , 0	gpt-4
Noun	emigration	moors	bagpiper	reintroduction	bagpiper	emigration	2 , 0	gpt-4
Noun	exclusivity	stockings	appendicitis	afternoons	appendicitis	exclusivity	2 , 0	gpt-4
Noun	rooms	kidnapping	infant	gander	kidnapping	rooms	1 , 0	gpt-4
Noun	chivalry	meeting	interpreter	ambiguity	interpreter	ambiguity	2 , 3	gpt-4
Noun	bodywork	passenger	divorcer	cervix	cervix	passenger	3 , 1	gpt-4
Noun	heliport	portside	apprehension	reductionist	heliport	apprehension	0 , 2	gpt-4
Noun	deflation	ounce	remix	label	remix	label	2 , 3	gpt-4
Noun	successor	discouragement	symposium	director	successor	discouragement	0 , 1	gpt-4
Noun	yesteryear	clerk	blowfish	toolkit	blowfish	yesteryear	2 , 0	gpt-4
Noun	corkscrew	aircraftsman	phrasing	batboy	corkscrew	phrasing	0 , 2	gpt-4
Noun	affectation	windbreaker	cheetah	indiscipline	cheetah	affectation	2 , 0	gpt-4
Noun	pharmacist	hollow	formulation	primrose	pharmacist	hollow	0 , 1	gpt-4
Noun	keyword	helpline	reputation	drywall	helpline	keyword	1 , 0	gpt-4
Noun	mogul	antifreeze	convincer	proficiency	antifreeze	mogul	1 , 0	gpt-4
Noun	earl	bullwhip	conformity	atom	bullwhip	conformity	1 , 2	gpt-4
Noun	declaration	merriment	appendage	dictionary	dictionary	declaration	3 , 0	gpt-4
Noun	shenanigan	chieftain	likelihood	crackle	crackle	likelihood	3 , 2	gpt-4
Noun	promoter	wisenheimer	nursery	garden	wisenheimer	garden	1 , 3	gpt-4
Noun	blooper	cornmeal	instrument	descent	cornmeal	instrument	1 , 2	gpt-4
Noun	tapioca	handgun	gaggle	resort	handgun	tapioca	1 , 0	gpt-4
Noun	antigovernment	approach	conformist	astrologist	astrologist	approach	3 , 1	gpt-4
Noun	mudslinger	stunner	bolt	florescence	mudslinger	bolt	0 , 2	gpt-4
Noun	yodeler	cartoon	keystroke	currency	keystroke	cartoon	2 , 1	gpt-4
Noun	credit	inhibition	emitter	deregulation	emitter	credit	2 , 0	gpt-4
Noun	blog	cyclone	storyboard	sync	storyboard	sync	2 , 3	gpt-4
Noun	restroom	elasticity	neediness	hotplate	hotplate	restroom	3 , 0	gpt-4
Noun	delusion	admittance	intuition	oilcloth	oilcloth	delusion	3 , 0	gpt-4
Noun	exhumation	percolator	pictorial	edification	percolator	pictorial	1 , 2	gpt-4
Noun	pebble	brim	thirst	crosswind	pebble	thirst	0 , 2	gpt-4
Noun	cones	snarl	seawall	whopper	seawall	cones	2 , 0	gpt-4
Noun	swordplay	leavings	handset	abyss	handset	leavings	2 , 1	gpt-4
Noun	teleportation	adultery	grandpa	catwalk	grandpa	teleportation	2 , 0	gpt-4
Noun	ironbound	hanker	knocker	attendant	knocker	attendant	2 , 3	gpt-4
Noun	huntsman	photosynthesis	boar	fisherman	photosynthesis	huntsman	1 , 0	gpt-4
Noun	magistrate	sports	rafting	damping	rafting	sports	2 , 1	gpt-4
Noun	pawn	solitude	vanity	conjecture	pawn	conjecture	0 , 3	gpt-4
Noun	deduction	groomer	citadel	airforce	groomer	deduction	1 , 0	gpt-4
Noun	biter	insider	leprosy	sarong	leprosy	biter	2 , 0	gpt-4
Noun	mitten	showgirl	retailing	cortisone	showgirl	retailing	1 , 2	gpt-4
Noun	porn	slug	commandment	restriction	commandment	restriction	2 , 3	gpt-4
Noun	joke	panel	tales	receipt	receipt	tales	3 , 2	gpt-4
Noun	waitperson	rupee	terror	task	waitperson	task	0 , 3	gpt-4
Noun	chauffeur	pileup	liqueur	demeanor	chauffeur	demeanor	0 , 3	gpt-4
Noun	blush	hatred	grouping	aluminum	aluminum	grouping	3 , 2	gpt-4
Noun	assignment	nostalgia	subbasement	daybook	subbasement	assignment	2 , 0	gpt-4
Noun	statistics	burglary	luster	excursion	burglary	statistics	1 , 0	gpt-4
Noun	goaltender	journal	egotism	decathlon	goaltender	journal	0 , 1	gpt-4
Noun	cent	enshrine	outlook	plumbing	enshrine	outlook	1 , 2	gpt-4
Noun	bystander	vineyard	mistrial	taffy	vineyard	bystander	1 , 0	gpt-4
Noun	astigmatism	spendthrift	nightspot	mullet	astigmatism	nightspot	0 , 2	gpt-4
Noun	helicopter	drizzle	steppingstone	particulate	steppingstone	particulate	2 , 3	gpt-4
Noun	bucket	landscape	corset	neon	corset	landscape	2 , 1	gpt-4
Noun	hoofs	soliloquy	desecrator	environmentalism	soliloquy	environmentalism	1 , 3	gpt-4
Noun	mayhem	atomics	abuse	storywriter	storywriter	mayhem	3 , 0	gpt-4
Noun	body	landing	campus	undertone	undertone	body	3 , 0	gpt-4
Noun	ingrate	overbuilt	parfait	buoy	parfait	ingrate	2 , 0	gpt-4
Noun	holdout	moat	diner	runway	moat	holdout	1 , 0	gpt-4
Noun	backstop	regularization	unease	snails	backstop	unease	0 , 2	gpt-4
Noun	grandeur	hallucinogen	bro	transgressor	hallucinogen	grandeur	1 , 0	gpt-4
Noun	sportswear	pyromania	thyme	mug	pyromania	sportswear	1 , 0	gpt-4
Noun	straightjacket	airbrush	coke	compliance	straightjacket	compliance	0 , 3	gpt-4
Noun	nonexistence	gripper	mouthful	allegation	gripper	nonexistence	1 , 0	gpt-4
Noun	sideburn	pedometer	tarmac	metaphor	pedometer	metaphor	1 , 3	gpt-4
Noun	lineman	stereotyping	jewel	hardware	lineman	hardware	0 , 3	gpt-4
Noun	sterilization	chat	thumbhole	guide	thumbhole	guide	2 , 3	gpt-4
Noun	table	stress	downturn	monopolist	monopolist	stress	3 , 1	gpt-4
Noun	qualifier	sneer	occupant	chain	sneer	chain	1 , 3	gpt-4
Noun	handball	coercion	nozzle	acidity	nozzle	coercion	2 , 1	gpt-4
Noun	sweatbox	coexistence	stakeout	twerp	sweatbox	coexistence	0 , 1	gpt-4
Noun	shoplifter	dole	oatmeal	borehole	shoplifter	dole	0 , 1	gpt-4
Noun	goulash	guppy	gangbang	loyalty	guppy	loyalty	1 , 3	gpt-4
Noun	meteorologist	stepstool	lateness	network	stepstool	network	1 , 3	gpt-4
Noun	immobility	homelessness	draughts	blackheads	blackheads	immobility	3 , 0	gpt-4
Noun	eaves	candle	witchery	industry	witchery	industry	2 , 3	gpt-4
Noun	artificiality	sunroof	tinderbox	workhouse	tinderbox	artificiality	2 , 0	gpt-4
Noun	antiquity	sunglasses	paramedics	meadowlark	paramedics	antiquity	2 , 0	gpt-4
Noun	tabulation	unwieldiness	intrigue	warrant	tabulation	intrigue	0 , 2	gpt-4
Noun	sanctuary	fireside	misinterpretation	juggernaut	misinterpretation	sanctuary	2 , 0	gpt-4
Noun	broach	commando	bonsai	opening	bonsai	opening	2 , 3	gpt-4
Noun	conclusion	stinginess	blanching	lioness	blanching	conclusion	2 , 0	gpt-4
Noun	times	shelling	lameness	stipulation	shelling	times	1 , 0	gpt-4
Noun	turkey	ratchet	darer	origination	ratchet	darer	1 , 2	gpt-4
Noun	carpetbagger	driller	eardrum	unsnarl	eardrum	driller	2 , 1	gpt-4
Noun	scotch	specialization	sustainability	outburst	scotch	sustainability	0 , 2	gpt-4
Noun	alternator	lozenge	bombard	studiousness	lozenge	bombard	1 , 2	gpt-4
Noun	disruption	auction	mustache	undercurrent	mustache	disruption	2 , 0	gpt-4
Noun	frontiersman	homestretch	mentalist	destitution	mentalist	destitution	2 , 3	gpt-4
Noun	raindrop	pumpkin	merchandise	nonsmoker	raindrop	merchandise	0 , 2	gpt-4
Noun	environmentalist	kilobyte	cub	misstep	kilobyte	environmentalist	1 , 0	gpt-4
Noun	girl	roadway	showcase	rewriter	showcase	girl	2 , 0	gpt-4
Noun	brew	pushcart	assault	purgatory	pushcart	assault	1 , 2	gpt-4
Noun	chin	arcade	forest	constipation	constipation	forest	3 , 2	gpt-4
Noun	speakeasy	flattop	shipwreck	biz	shipwreck	biz	2 , 3	gpt-4
Noun	pork	tournament	toilette	badlands	tournament	pork	1 , 0	gpt-4
Noun	breastplate	karma	petunia	theatergoer	petunia	karma	2 , 1	gpt-4
Noun	bureau	solicitation	capital	unfamiliarity	solicitation	capital	1 , 2	gpt-4
Noun	colonialism	church	attainment	victim	church	attainment	1 , 2	gpt-4
Noun	silica	dampness	gauntlet	avocado	gauntlet	dampness	2 , 1	gpt-4
Noun	admirer	relay	peekaboo	unicycle	peekaboo	admirer	2 , 0	gpt-4
Noun	pine	copper	payback	hindrance	pine	hindrance	0 , 3	gpt-4
Noun	phone	gonorrhea	stamp	labeler	gonorrhea	phone	1 , 0	gpt-4
Noun	freeloader	tossup	tension	renunciation	freeloader	tension	0 , 2	gpt-4
Noun	clergyman	snapshot	outgrowth	bleat	snapshot	outgrowth	1 , 2	gpt-4
Noun	kink	slideshow	reference	pile	slideshow	pile	1 , 3	gpt-4
Noun	threshold	legit	building	precedence	precedence	legit	3 , 1	gpt-4
Noun	shoreline	chickadee	eyeglasses	backbreaker	eyeglasses	shoreline	2 , 0	gpt-4
Noun	nucleus	ectoplasm	sacrament	apathy	sacrament	apathy	2 , 3	gpt-4
Noun	spackle	mechanization	horseshit	heckler	horseshit	mechanization	2 , 1	gpt-4
Noun	diatribe	dollar	buyout	daycare	buyout	diatribe	2 , 0	gpt-4
Noun	kimono	flatland	dropout	challenge	kimono	challenge	0 , 3	gpt-4
Noun	incapacitation	perpetration	spillover	hammer	hammer	spillover	3 , 2	gpt-4
